id,id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon,nationalities,causes
145547,145547,Hit by truck,Horn of Africa,Ethiopia,0.0,1.0,Europe,2017-01-20,The Telegraph,Partially Verified,50.9254515,1.916389822,['Ethiopia'],['Vehicular/Mechanical']
145548,145548,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-09-02,Desaparecidos y sin reclamar en la frontera,Partially Verified,31.75930244,-106.47319420000001,['Unknown'],['Unknown']
145549,145549,,Caribbean,Cuba,5.0,1.0,Caribbean,2016-09-30,Noticias RPTV,Partially Verified,27.82538924,-97.01234517,['Cuba'],['Unknown']
145946,145946,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-10,Facebook Desaparecidos y sin reclamar en la frontera,Partially Verified,26.37711894,-98.80429579999999,['Unknown'],['Unknown']
146346,146346,Presumed drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-23,Reporte Tamaulipas via Facebook and Contacto,Verified,25.87155983,-97.47309005,['Unknown'],['Drowning/Asphyxiation']
146347,146347,Presumed drowning,Unknown,Unknown,0.0,5.0,Mediterranean,2017-01-20,IOM Libya,Verified,32.83835113,12.48392445,['Unknown'],['Drowning/Asphyxiation']
146348,146348,Presumed drowning,Unknown,Unknown,0.0,1.0,Mediterranean,2017-01-20,IOM Lybia,Verified,32.95211919,13.13515722,['Unknown'],['Drowning/Asphyxiation']
146746,146746,Presumed drowning,Caribbean,Haiti,51.0,17.0,Caribbean,2017-01-23,AP,Verified,21.75159481,-71.54236171,['Haiti'],['Drowning/Asphyxiation']
146747,146747,Drowning,South East Asia,Indonesia,0.0,2.0,Southeast Asia,2017-01-24,AFP,Verified,2.435428501,103.8493786,['Indonesia'],['Drowning/Asphyxiation']
146748,146748,Drowning,South East Asia,Indonesia,0.0,4.0,Southeast Asia,2017-01-23,AFP,Partially Verified,1.874913275,104.1696971,['Indonesia'],['Drowning/Asphyxiation']
146749,146749,Drowning,South East Asia,Indonesia,7.0,10.0,Southeast Asia,2017-01-22,AFP,Partially Verified,1.991631418,104.16695059999999,['Indonesia'],['Drowning/Asphyxiation']
146750,146750,Unknown (skeletal remains),Central America & Mexico,Nicaragua,0.0,1.0,U.S./Mexico Border,2017-01-22,La capital mx,Verified,32.618858,-115.436733,['Nicaragua'],['Unknown']
146751,146751,Presumed drowning,Central America & Mexico,El Salvador,0.0,1.0,U.S./Mexico Border,2017-01-22,El mañana,Partially Verified,26.06684263,-98.21010017,['El Salvador'],['Drowning/Asphyxiation']
146752,146752,Presumed drowning,Unknown,Unknown,0.0,10.0,Mediterranean,2017-01-23,IOM Lybia,Verified,32.95739109,13.23472082,['Unknown'],['Drowning/Asphyxiation']
147146,147146,Drowning,South East Asia,Indonesia,0.0,8.0,Southeast Asia,2017-01-25,Jakarta Globe,Verified,2.435569135,103.85326500000001,['Indonesia'],['Drowning/Asphyxiation']
147147,147147,Presumed drowning,Unknown,Unknown,2.0,1.0,Mediterranean,2017-01-26,Reuters,Verified,32.85638965,12.54570194,['Unknown'],['Drowning/Asphyxiation']
147148,147148,Presumed drowning,Sub-Saharan Africa,Congo,0.0,1.0,Mediterranean,2017-01-26,AFP,Verified,36.179854999999996,-6.03178196,['Congo'],['Drowning/Asphyxiation']
147149,147149,,South East Asia,Nigeria,1.0,1.0,Mediterranean,2017-01-28,IOM Rome,Verified,37.22486875,12.46903748,['Nigeria'],['Unknown']
147546,147546,Hypothermia,Sub-Saharan Africa,Ivory Coast,0.0,2.0,Mediterranean,2017-01-26,IOM Rome,Partially Verified,37.14434869,12.23207794,"[""Cote d'Ivoire""]",['Exposure']
147946,147946,Drowning,Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2017-01-15,El mañana,Partially Verified,26.2066228,-98.50100309999999,['Guatemala'],['Drowning/Asphyxiation']
147947,147947,Presumed drowning,Central America & Mexico,Unknown,0.0,2.0,U.S./Mexico Border,2017-01-25,La Prensa.mx,Partially Verified,26.09733418,-98.27255185,['Unknown'],['Drowning/Asphyxiation']
147948,147948,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-28,"Zocalo, Maverick County Sheriff",Partially Verified,28.74187332,-100.5074598,['Unknown'],['Unknown']
147949,147949,Presumed drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-29,Lider Web Infromativo,Partially Verified,27.49900987,-99.50783181,['Unknown'],['Drowning/Asphyxiation']
147950,147950,Presumed drowning,Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2017-01-29,Super Channel 12 via Facebook,Partially Verified,28.65929836,-100.49687420000001,['Honduras'],['Drowning/Asphyxiation']
147951,147951,Presumed drowning,Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2017-01-31,Mi Morelia,Partially Verified,28.69794407,-100.5112032,['Honduras'],['Drowning/Asphyxiation']
147952,147952,Presumed drowning,Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2017-01-31,Mi Morelia,Partially Verified,28.69676854,-100.5110558,['Honduras'],['Drowning/Asphyxiation']
148346,148346,Drowning,Central America & Mexico,El Salvador,0.0,1.0,U.S./Mexico Border,2017-01-30,El mañana,Partially Verified,26.15710453,-98.36879379999999,['El Salvador'],['Drowning/Asphyxiation']
148746,148746,Drowning,Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2017-02-04,Zocalo,Partially Verified,29.32961234,-100.9308918,['Honduras'],['Drowning/Asphyxiation']
148747,148747,Drowning,Horn of Africa,Ethiopia,0.0,1.0,Mediterranean,2017-02-04,Daily Sabha,Partially Verified,39.32680774,26.69295326,['Ethiopia'],['Drowning/Asphyxiation']
149146,149146,Presumed drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-04,Telered Noticias,Partially Verified,27.47941726,-99.47925740000001,['Unknown'],['Drowning/Asphyxiation']
149546,149546,Hit by train,North Africa,Unknown,0.0,1.0,Europe,2017-02-04,Laguria Notizie,Partially Verified,43.79104453,7.61404076,['Unknown'],['Vehicular/Mechanical']
149946,149946,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-01,Pima County Office of the Medical Examiner,Verified,32.1117,-112.9925,['Unknown'],['Unknown']
149947,149947,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-02,Pima County Office of the Medical Examiner,Verified,31.9168,-112.93808,['Unknown'],['Unknown']
149948,149948,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-03,Pima County Office of the Medical Examiner,Verified,31.700433,-111.700666,['Unknown'],['Unknown']
149949,149949,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-04,Pima County Office of the Medical Examiner,Verified,33.63877,-114.26163999999999,['Unknown'],['Unknown']
149951,149951,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-29,Pima County Office of the Medical Examiner,Verified,31.4246,-111.2435,['Unknown'],['Unknown']
149952,149952,Head trauma (hit by boat propeller),Horn of Africa,Somalia,0.0,1.0,Middle East,2017-02-02,UNHCR,Verified,12.56319069,45.62726794,['Somalia'],['Vehicular/Mechanical']
149953,149953,Presumed Drowning,Sub-Saharan Africa,Unknown,3.0,0.0,Mediterranean,2017-02-03,IOM Lybia,Verified,32.92754163,13.18112128,['Unknown'],['Drowning/Asphyxiation']
149954,149954,Hit by train,Central America & Mexico,Unknown,0.0,1.0,Central America & Mexico,2017-02-05,Ernesto Villalpando Noticias,Partially Verified,20.80279952,-104.0686533,['Unknown'],['Vehicular/Mechanical']
150346,150346,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-06,Pima County Office of the Medical Examiner,Verified,32.317111,-113.13486,['Unknown'],['Unknown']
150347,150347,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-06,Pima County Office of the Medical Examiner,Verified,32.31711,-113.13483000000001,['Unknown'],['Unknown']
150348,150348,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-06,Pima County Office of the Medical Examiner,Verified,32.30597,-113.09133,['Unknown'],['Unknown']
150349,150349,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-08,Pima County Office of the Medical Examiner,Verified,31.68753,-111.98465,['Unknown'],['Unknown']
150350,150350,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-09,Pima County Office of the Medical Examiner,Verified,32.06821,-112.4018,['Unknown'],['Unknown']
150351,150351,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-10,Pima County Office of the Medical Examiner,Verified,31.99745,-112.12123000000001,['Unknown'],['Unknown']
150352,150352,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-17,Pima County Office of the Medical Examiner,Verified,32.453990000000005,-113.18415,['Unknown'],['Unknown']
150353,150353,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-17,Pima County Office of the Medical Examiner,Verified,32.0145,-112.06358,['Unknown'],['Unknown']
150354,150354,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-01-26,Pima County Office of the Medical Examiner,Verified,32.3088,-111.39521699999999,['Unknown'],['Unknown']
150355,150355,Drowning,Horn of Africa,Somalia,0.0,7.0,Middle East,2017-02-02,UNHCR,Verified,12.55105541,44.47840028,['Somalia'],['Drowning/Asphyxiation']
150356,150356,"Undernourished, dehydration",Horn of Africa,Ethiopia,0.0,1.0,Mediterranean,2017-02-07,Lametino,Partially Verified,38.67158567,16.09699553,['Ethiopia'],['Exposure']
150746,150746,Hit by vehicle,Horn of Africa,Eritrea,0.0,1.0,Europe,2016-10-08,The Italian Insider,Partially Verified,43.7893327,7.53318198,['Eritrea'],['Vehicular/Mechanical']
150747,150747,Shot,Middle East,Syrian,0.0,1.0,Middle East,2016-10-28,Syrian Observatory for Human Rights,Partially Verified,37.18312,42.12336,['Syria'],['Violence/Homicide']
150748,150748,Presumed drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-08,Lider Web,Partially Verified,27.47692542,-99.48162815,['Unknown'],['Drowning/Asphyxiation']
150749,150749,Shot,Middle East / South Asia,Syria,0.0,3.0,Middle East,2016-12-04,Syrian Observatory for Human Rights,Partially Verified,36.2,36.516667,['Syria'],['Violence/Homicide']
150750,150750,Shot,Middle East,Syria,0.0,4.0,Middle East,2016-12-04,Syrian Observatory for Human Rights,Partially Verified,36.21360732,36.613869,['Syria'],['Violence/Homicide']
150751,150751,Shot,Middle East,Syrian,0.0,3.0,Middle East,2016-12-24,Syrian Observatory for Human Rights,Partially Verified,37.104167,40.93,['Syria'],['Violence/Homicide']
150752,150752,Hypothermia,Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2016-12-24,Pima County Office of the Medical Examiner,Partially Verified,32.2217429,-110.926479,['Guatemala'],['Exposure']
150753,150753,Hit by car,North Africa,Sudan,0.0,1.0,Europe,2016-10-22,Imperia,Partially Verified,43.7593223,7.440285671,['Sudan'],['Vehicular/Mechanical']
150754,150754,Heart attack,Central America & Mexico,El Salvador,0.0,1.0,Central America & Mexico,2016-03-31,Grupo Beta Ixtepec,Partially Verified,16.749866,-92.94896800000001,['El Salvador'],['Medical/Illness']
150755,150755,Renal insufficiency,Central America & Mexico,Guatemala,0.0,1.0,Central America & Mexico,2016-10-31,Grupo Beta Ixtepec,Verified,16.4390101,-95.01745716,['Guatemala'],['Medical/Illness']
151146,151146,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-18,Desaparecidos y sin reclamar en la frontera via Facebook,Partially Verified,32.76038748,-115.33022,['Unknown'],['Unknown']
151147,151147,Hit by train,North Africa,Argelia,0.0,1.0,Europe,2016-12-11,Sky Bet,Partially Verified,43.79464247,7.605008541,['Algeria'],['Vehicular/Mechanical']
151148,151148,Drowning,Unknown,Unknown,0.0,2.0,Mediterranean,2016-12-30,IOM Tunisia,Verified,33.50365352,11.12054967,['Unknown'],['Drowning/Asphyxiation']
151546,151546,Presumed drowning,Sub-Saharan Africa,Unknown,3.0,0.0,Mediterranean,2017-01-29,El mundo,Partially Verified,36.51395307,-2.173014985,['Unknown'],['Drowning/Asphyxiation']
151547,151547,Presumed drowning,Sub-Saharan Africa,Unknown,2.0,0.0,Mediterranean,2017-02-11,Andalucía Informacion and Europa Sur,Partially Verified,36.0024962,-5.623007208,['Unknown'],['Drowning/Asphyxiation']
151946,151946,Drowning,South Asia,Afghanistan,0.0,1.0,Europe,2017-02-02,IOM Bulgaria,Verified,46.08660849,20.04484244,['Afghanistan'],['Drowning/Asphyxiation']
151947,151947,Hypothermia,South Asia,Pakistan,0.0,1.0,Europe,2017-02-11,UNHCR,Partially Verified,43.15305749,22.586108199999998,['Pakistan'],['Exposure']
151948,151948,Presumed drowning,Sub-Saharan Africa,Unknown,9.0,0.0,Mediterranean,2017-02-14,Salvamento Maritimo via Twitter and Entre Fronteras,Partially Verified,35.83204922,-5.754814862000001,['Unknown'],['Drowning/Asphyxiation']
152346,152346,Drowning,South East Asia,Myanmar,0.0,5.0,Southeast Asia,2016-11-06,Arakan Times,Partially Verified,20.91646515,92.29219905,['Myanmar (Burma)'],['Drowning/Asphyxiation']
152347,152347,Shot,South East Asia,Myanmar,0.0,1.0,Southeast Asia,2016-11-29,OHCHR - Report of OHCHR mission to Bangladesh,Verified,20.95360957,92.27383152,['Myanmar (Burma)'],['Violence/Homicide']
152348,152348,Presumed drowning,South East Asia,Myanmar,0.0,18.0,Southeast Asia,2016-12-14,OHCHR,Verified,20.59295417,92.39558721,['Myanmar (Burma)'],['Drowning/Asphyxiation']
152349,152349,Shot,South East Asia,Myanmar,0.0,1.0,Southeast Asia,2016-12-29,OHCHR,Verified,20.71845779,92.37075765,['Myanmar (Burma)'],['Violence/Homicide']
152746,152746,Drowning,South East Asia,Myanmar,0.0,3.0,Southeast Asia,2016-11-14,Report of OHCHR mission to Bangladesh,Verified,20.98652606,92.25909613,['Myanmar (Burma)'],['Drowning/Asphyxiation']
153146,153146,Raped and Murdured,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2017-01-16,La Policiaca and Cuarto de Guerra,Partially Verified,19.41681721,-98.12923511,['Honduras'],['Violence/Homicide']
153546,153546,Drowning,Sub-Saharan Africa,Mixed,0.0,74.0,Mediterranean,2017-02-19,"IOM Libya, Libyan Red Crescent",Verified,32.79602863,12.73482604,['Unknown'],['Drowning/Asphyxiation']
153547,153547,,Central America & Mexico,Unknown,0.0,1.0,Central America & Mexico,2016-03-24,El Circo,Partially Verified,22.08332617,-102.2666571,['Unknown'],['Unknown']
153548,153548,Hypothermia,Middle East,Iraqui,0.0,1.0,Europe,2016-12-25,UNHCR,Partially Verified,43.22980166,22.8833203,['Iraq'],['Exposure']
153946,153946,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-07-19,Regional Mixed Migration Secretariat,Partially Verified,30.71824567,34.25173113,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Violence/Homicide']"
154346,154346,Mixed,Central America & Mexico,Mixed,0.0,18.0,U.S./Mexico Border,2016-12-30,Hidalgo County Sheriff,Verified,26.10034921,-98.26306991,['Unknown'],['Unknown']
154746,154746,Drowning,Caribbean,Domican Republic,8.0,4.0,Caribbean,2017-02-20,Dominican Today,Partially Verified,19.02500683,-68.98153095,['Dominican Republic'],['Drowning/Asphyxiation']
155146,155146,Presumed Drowning,South East Asia,Indonesia,6.0,7.0,Southeast Asia,2017-02-06,AFP,Partially Verified,6.747518737,116.22492790000001,['Indonesia'],['Drowning/Asphyxiation']
155147,155147,Fell from train,Unknown,Guatemala,0.0,1.0,Central America & Mexico,2017-02-03,El Mundo Cordoba,Partially Verified,18.74653191,-96.78310162,['Guatemala'],['Vehicular/Mechanical']
155148,155148,Hit by train,Unknown,Unknown,0.0,1.0,Central America & Mexico,2017-02-21,Periodico Correo,Partially Verified,20.511594,-100.950461,['Unknown'],['Vehicular/Mechanical']
155149,155149,Presumed drowning,South Asia,Pakistan,0.0,3.0,Europe,2017-02-21,Expansion,Partially Verified,40.94202118,26.35335317,['Pakistan'],['Drowning/Asphyxiation']
155151,155151,Suffocation,Sub-Saharan Africa,Unknown,0.0,13.0,North Africa,2017-02-21,IFRC MENA,Partially Verified,32.52734764,14.28525595,['Unknown'],['Drowning/Asphyxiation']
155152,155152,Presumed drowning,Unknown,Unknown,0.0,14.0,Mediterranean,2017-02-22,IOM Libya,Partially Verified,32.82198289,12.64941206,['Unknown'],['Drowning/Asphyxiation']
155546,155546,Presumed drowning,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2017-02-14,El Mundo de Orizaba,Partially Verified,18.83392934,-97.10562817,['Honduras'],['Drowning/Asphyxiation']
155946,155946,Presumed drowning,Unknown,Unknown,0.0,6.0,Mediterranean,2017-02-18,IOM Libya,Partially Verified,32.79612746,12.75750508,['Unknown'],['Drowning/Asphyxiation']
156346,156346,Presumed drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-22,Super Channel 12,Partially Verified,28.7087934,-100.51185770000001,['Unknown'],['Drowning/Asphyxiation']
156347,156347,Vehicle incident,Central America & Mexico,Unknown,0.0,2.0,U.S./Mexico Border,2017-02-22,Localo,Partially Verified,32.22770601,-108.01338249999999,['Unknown'],['Vehicular/Mechanical']
156348,156348,Drowning,Unknown,Unknown,0.0,1.0,Mediterranean,2017-02-22,EFE,Partially Verified,35.89530941,-5.303482164,['Unknown'],['Drowning/Asphyxiation']
156349,156349,Hit by vehicle,Central America & Mexico,Unknown,0.0,1.0,Central America & Mexico,2017-02-23,El Orbe,Partially Verified,15.15644602,-92.47823249999999,['Unknown'],['Vehicular/Mechanical']
156746,156746,Presumed drowning,Unknown,Unknown,105.0,0.0,Mediterranean,2017-02-18,IOM Libya,Partially Verified,32.75587422,14.41983847,['Unknown'],['Drowning/Asphyxiation']
157146,157146,Drowning,Unknown,Unknown,0.0,13.0,Mediterranean,2017-02-21,IOM Libya,Partially Verified,32.66007156,14.26006464,['Unknown'],['Drowning/Asphyxiation']
157546,157546,Murdered,Caribbean,Haitian,0.0,1.0,Caribbean,2016-01-31,7 días,Partially Verified,19.54345523,-71.70899167,['Haiti'],['Violence/Homicide']
157547,157547,Presumed drowning,Unknown,Unknown,9.0,0.0,Mediterranean,2016-08-10,Asociación Pro Derechos Humanos de Andalucía,Partially Verified,35.91218521,-5.323158136,['Unknown'],['Drowning/Asphyxiation']
157548,157548,"Starvation, sickness",Sub-Saharan Africa,Reported as unspecified nationals of Africa,0.0,12.0,North Africa,2017-02-25,Agencia Nova,Partially Verified,31.74078946,13.99680879,['Unknown'],"['Exposure', 'Medical/Illness']"
157549,157549,Electrocution on railway,Horn of Africa,Somalia,0.0,1.0,Europe,2017-02-26,La Provincia,Partially Verified,45.84876787,9.007684583,['Somalia'],['Vehicular/Mechanical']
157550,157550,Unknown (remains),Caribbean,Haiti,0.0,1.0,Caribbean,2017-02-14,Notidiarias,Partially Verified,19.56016818,-71.70798106,['Haiti'],['Unknown']
157946,157946,Presumed drowning,North Africa,Algerian,3.0,1.0,Mediterranean,2016-10-11,Asociación Pro Derechos Humanos de Andalucía,Partially Verified,35.904219,-5.316549173,['Algeria'],['Drowning/Asphyxiation']
157947,157947,Unknown (remains),Central America & Mexico,Unknown,0.0,1.0,Central America & Mexico,2016-11-23,Minuto Chiapas,Partially Verified,16.73836151,-93.07303445,['Unknown'],['Unknown']
158346,158346,Presumed drowning,Unknown,Unknown,0.0,1.0,Mediterranean,2017-02-25,Informador,Partially Verified,36.49102343,-6.322044316,['Unknown'],['Drowning/Asphyxiation']
158347,158347,Presumed drowning,South America,Brazil,0.0,1.0,U.S./Mexico Border,2017-02-27,Lider Web,Partially Verified,27.425682399999996,-99.5320073,['Brazil'],['Drowning/Asphyxiation']
158348,158348,Presumed drowning,Sub-Saharan Africa,Unknown,0.0,1.0,Mediterranean,2017-02-28,Europa Sur,Partially Verified,36.07359251,-5.422005511,['Unknown'],['Drowning/Asphyxiation']
158746,158746,Vehicle accident,Horn of Africa,Ethiopia,0.0,1.0,Middle East,2016-07-03,Society for Humanitarian Solidarity,Partially Verified,15.9999965,48.99999728,['Ethiopia'],['Vehicular/Mechanical']
158747,158747,Drowning,Horn of Africa,Ethiopia,0.0,4.0,Horn of Africa,2016-07-14,Society for Humanitarian Solidarity,Partially Verified,14.83250689,50.06411159,['Ethiopia'],['Drowning/Asphyxiation']
158748,158748,Presumed drowning,Sub-Saharan Africa,Unknown,0.0,1.0,Mediterranean,2017-03-01,Salvamento Maritimo via Twitter and La Voz Libre,Partially Verified,36.07621517,-5.798028031,['Unknown'],['Drowning/Asphyxiation']
158749,158749,Presumed drowning,Unknown,Unknown,25.0,0.0,Mediterranean,2017-03-02,IOM Italy,Partially Verified,33.01985834,13.364131,['Unknown'],['Drowning/Asphyxiation']
158750,158750,Presumed drowning,Unknown,Unknown,6.0,0.0,Mediterranean,2017-03-03,IOM Italy,Partially Verified,35.11388467,13.563510999999998,['Unknown'],['Drowning/Asphyxiation']
158751,158751,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-07,Pima County Office of the Medical Examiner,Verified,31.4246,-111.2435,['Unknown'],['Unknown']
158752,158752,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-08,Pima County Office of the Medical Examiner,Verified,31.907770000000003,-110.40456999999999,['Unknown'],['Unknown']
158754,158754,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-12,Pima County Office of the Medical Examiner,Verified,31.847403999999997,-111.40471699999999,['Unknown'],['Unknown']
158755,158755,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-13,Pima County Office of the Medical Examiner,Verified,32.28982,-113.08218000000001,['Unknown'],['Unknown']
158756,158756,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-14,Pima County Office of the Medical Examiner,Verified,31.424390000000002,-111.24375,['Unknown'],['Unknown']
158757,158757,Pima County (see spreadsheet for exact location),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-10,Pima County Office of the Medical Examiner,Verified,32.167790000000004,-113.11261999999999,['Unknown'],['Unknown']
158758,158758,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-16,Pima County Office of the Medical Examiner,Verified,31.93328029,-112.4628037,['Unknown'],['Unknown']
158759,158759,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-17,Pima County Office of the Medical Examiner,Verified,31.85898,-112.40396000000001,['Unknown'],['Unknown']
158760,158760,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-19,Pima County Office of the Medical Examiner,Verified,32.34814,-113.09823,['Unknown'],['Unknown']
158761,158761,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-19,Pima County Office of the Medical Examiner,Verified,32.393333,-113.1245,['Unknown'],['Unknown']
158762,158762,Sickness,Sub-Saharan Africa,Unknown,0.0,1.0,Mediterranean,2017-03-02,Reuters,Verified,37.22691210000001,15.48692366,['Unknown'],['Medical/Illness']
158763,158763,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-16,Pima County Office of the Medical Examiner,Verified,31.95165,-112.83267,['Unknown'],['Unknown']
159146,159146,Suffocation,Horn of Africa,Ethiopia,0.0,1.0,Horn of Africa,2016-09-22,Society for Humanitarian Solidarity,Partially Verified,14.82207198,49.99628958,['Ethiopia'],['Drowning/Asphyxiation']
159147,159147,Presumed drowning,Unknown,Unknown,0.0,1.0,Mediterranean,2017-02-25,Informador,Partially Verified,32.80723493,12.72652707,['Unknown'],['Drowning/Asphyxiation']
159148,159148,Shot,Unknown,Unknown,0.0,22.0,North Africa,2017-03-04,IOM Libya,Verified,32.79210419,12.48757782,['Unknown'],['Violence/Homicide']
159149,159149,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-09,Pima County Office of the Medical Examiner,Verified,32.08317,-112.29913,['Unknown'],['Unknown']
159150,159150,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-09,Pima County Office of the Medical Examiner,Verified,32.31615,-113.08218000000001,['Unknown'],['Unknown']
159151,159151,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-09,Pima County Office of the Medical Examiner,Verified,32.3235,-113.10186000000002,['Unknown'],['Unknown']
159152,159152,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-21,Pima County Office of the Medical Examiner,Verified,31.820317,-112.141433,['Unknown'],['Unknown']
159153,159153,Sickness,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2017-02-23,Pima County Office of the Medical Examiner,Verified,31.492929999999998,-111.40696000000001,['Mexico'],['Medical/Illness']
159154,159154,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-02-24,Pima County Office of the Medical Examiner,Verified,31.77614,-111.23924,['Unknown'],['Unknown']
159546,159546,,South America,Ecuator,0.0,1.0,Central America & Mexico,2015-03-03,El norte and El Diario,Partially Verified,19.682152,-101.16972700000001,['Ecuador'],['Unknown']
159946,159946,heart attack,Caribbean,Cuban,0.0,1.0,South America,2015-05-26,Diario de Cuba & El Colombiano,Partially Verified,8.092615997000001,-76.73311055,['Cuba'],['Medical/Illness']
159947,159947,Presumed drowning,Caribbean,Cuban,0.0,1.0,South America,2015-07-31,El Colombiano,Partially Verified,8.523924852,-77.28751142,['Cuba'],['Drowning/Asphyxiation']
159948,159948,Drowning,Unknown,Unknown,0.0,7.0,Mediterranean,2015-12-29,IOM Tunisia,Verified,33.54701636,11.09801346,['Unknown'],['Drowning/Asphyxiation']
160346,160346,Presumed drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2017-03-05,La prensa.mx,Partially Verified,26.09580448,-98.27295545,['Unknown'],['Drowning/Asphyxiation']
160746,160746,Hit by vehicle,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2017-03-06,La Noticia SV & La prensa gráfica,Partially Verified,13.790580800000003,-89.27489911,['Honduras'],['Vehicular/Mechanical']
161146,161146,Drowning,Unknown,Unknown,0.0,3.0,Mediterranean,2017-03-07,IOM Lybia,Verified,32.65750775,14.27353748,['Unknown'],['Drowning/Asphyxiation']
161147,161147,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Excessive_physical_abuse,Horn of Africa,Unknown,0.0,3.0,North Africa,2017-01-03,Regional Mixed Migration Secretariat,Partially Verified,30.75544713,20.226256600000003,['Unknown'],"['Exposure', 'Violence/Homicide', 'Medical/Illness']"
